eating_candy,cheerfulness,agitation,concentration,rumination,self_worth
-0.313781333,-0.312646667,0.884724,-0.343313333,0.477234667,-0.220278667
-0.317192,-0.316045,0.883471,-0.347045,0.482422,-0.222673
-0.320602667,-0.319443333,0.882218,-0.350776667,0.487609333,-0.225067333
-0.324013333,-0.322841667,0.880965,-0.354508333,0.492796667,-0.227461667
-0.327424,-0.32624,0.879712,-0.35824,0.497984,-0.229856
-0.330834667,-0.329638333,0.878459,-0.361971667,0.503171333,-0.232250333
-0.334245333,-0.333036667,0.877206,-0.365703333,0.508358667,-0.234644667
-0.337656,-0.336435,0.875953,-0.369435,0.513546,-0.237039
-0.341066667,-0.339833333,0.8747,-0.373166667,0.518733333,-0.239433333
-0.344477333,-0.343231667,0.873447,-0.376898333,0.523920667,-0.241827667
-0.347888,-0.34663,0.872194,-0.38063,0.529108,-0.244222
-0.351298667,-0.350028333,0.870941,-0.384361667,0.534295333,-0.246616333
-0.354709333,-0.353426667,0.869688,-0.388093333,0.539482667,-0.249010667
-0.35812,-0.356825,0.868435,-0.391825,0.54467,-0.251405
-0.361530667,-0.360223333,0.867182,-0.395556667,0.549857333,-0.253799333
-0.364941333,-0.363621667,0.865929,-0.399288333,0.555044667,-0.256193667
-0.368352,-0.36702,0.864676,-0.40302,0.560232,-0.258588
-0.371762667,-0.370418333,0.863423,-0.406751667,0.565419333,-0.260982333
-0.375173333,-0.373816667,0.86217,-0.410483333,0.570606667,-0.263376667
-0.378584,-0.377215,0.860917,-0.414215,0.575794,-0.265771
-0.381994667,-0.380613333,0.859664,-0.417946667,0.580981333,-0.268165333
-0.385405333,-0.384011667,0.858411,-0.421678333,0.586168667,-0.270559667
-0.388816,-0.38741,0.857158,-0.42541,0.591356,-0.272954
-0.392226667,-0.390808333,0.855905,-0.429141667,0.596543333,-0.275348333
-0.395637333,-0.394206667,0.854652,-0.432873333,0.601730667,-0.277742667
-0.399048,-0.397605,0.853399,-0.436605,0.606918,-0.280137
-0.402458667,-0.401003333,0.852146,-0.440336667,0.612105333,-0.282531333
-0.405869333,-0.404401667,0.850893,-0.444068333,0.617292667,-0.284925667
-0.40928,-0.4078,0.84964,-0.4478,0.62248,-0.28732
-0.412690667,-0.411198333,0.848387,-0.451531667,0.627667333,-0.289714333
-0.416101333,-0.414596667,0.847134,-0.455263333,0.632854667,-0.292108667
-0.419512,-0.417995,0.845881,-0.458995,0.638042,-0.294503
-0.422922667,-0.421393333,0.844628,-0.462726667,0.643229333,-0.296897333
-0.426333333,-0.424791667,0.843375,-0.466458333,0.648416667,-0.299291667
-0.429744,-0.42819,0.842122,-0.47019,0.653604,-0.301686
-0.433154667,-0.431588333,0.840869,-0.473921667,0.658791333,-0.304080333
-0.436565333,-0.434986667,0.839616,-0.477653333,0.663978667,-0.306474667
-0.439976,-0.438385,0.838363,-0.481385,0.669166,-0.308869
-0.443386667,-0.441783333,0.83711,-0.485116667,0.674353333,-0.311263333
-0.446797333,-0.445181667,0.835857,-0.488848333,0.679540667,-0.313657667
-0.450208,-0.44858,0.834604,-0.49258,0.684728,-0.316052
-0.453618667,-0.451978333,0.833351,-0.496311667,0.689915333,-0.318446333
-0.457029333,-0.455376667,0.832098,-0.500043333,0.695102667,-0.320840667
-0.46044,-0.458775,0.830845,-0.503775,0.70029,-0.323235
-0.463850667,-0.462173333,0.829592,-0.507506667,0.705477333,-0.325629333
-0.467261333,-0.465571667,0.828339,-0.511238333,0.710664667,-0.328023667
-0.470672,-0.46897,0.827086,-0.51497,0.715852,-0.330418
-0.474082667,-0.472368333,0.825833,-0.518701667,0.721039333,-0.332812333
-0.477493333,-0.475766667,0.82458,-0.522433333,0.726226667,-0.335206667
-0.480904,-0.479165,0.823327,-0.526165,0.731414,-0.337601
-0.484314667,-0.482563333,0.822074,-0.529896667,0.736601333,-0.339995333
-0.487725333,-0.485961667,0.820821,-0.533628333,0.741788667,-0.342389667
-0.491136,-0.48936,0.819568,-0.53736,0.746976,-0.344784
-0.494546667,-0.492758333,0.818315,-0.541091667,0.752163333,-0.347178333
-0.497957333,-0.496156667,0.817062,-0.544823333,0.757350667,-0.349572667
-0.501368,-0.499555,0.815809,-0.548555,0.762538,-0.351967
-0.504778667,-0.502953333,0.814556,-0.552286667,0.767725333,-0.354361333
-0.508189333,-0.506351667,0.813303,-0.556018333,0.772912667,-0.356755667
-0.5116,-0.50975,0.81205,-0.55975,0.7781,-0.35915
-0.515010667,-0.513148333,0.810797,-0.563481667,0.783287333,-0.361544333
-0.518421333,-0.516546667,0.809544,-0.567213333,0.788474667,-0.363938667
-0.521832,-0.519945,0.808291,-0.570945,0.793662,-0.366333
-0.525242667,-0.523343333,0.807038,-0.574676667,0.798849333,-0.368727333
-0.528653333,-0.526741667,0.805785,-0.578408333,0.804036667,-0.371121667
-0.532064,-0.53014,0.804532,-0.58214,0.809224,-0.373516
-0.535474667,-0.533538333,0.803279,-0.585871667,0.814411333,-0.375910333
-0.538885333,-0.536936667,0.802026,-0.589603333,0.819598667,-0.378304667
-0.542296,-0.540335,0.800773,-0.593335,0.824786,-0.380699
-0.545706667,-0.543733333,0.79952,-0.597066667,0.829973333,-0.383093333
-0.549117333,-0.547131667,0.798267,-0.600798333,0.835160667,-0.385487667
-0.552528,-0.55053,0.797014,-0.60453,0.840348,-0.387882
-0.555938667,-0.553928333,0.795761,-0.608261667,0.845535333,-0.390276333
-0.559349333,-0.557326667,0.794508,-0.611993333,0.850722667,-0.392670667
-0.56276,-0.560725,0.793255,-0.615725,0.85591,-0.395065
-0.566170667,-0.564123333,0.792002,-0.619456667,0.861097333,-0.397459333
-0.569581333,-0.567521667,0.790749,-0.623188333,0.866284667,-0.399853667
-0.572992,-0.57092,0.789496,-0.62692,0.871472,-0.402248
-0.576402667,-0.574318333,0.788243,-0.630651667,0.876659333,-0.404642333
-0.579813333,-0.577716667,0.78699,-0.634383333,0.881846667,-0.407036667
-0.583224,-0.581115,0.785737,-0.638115,0.887034,-0.409431
-0.586634667,-0.584513333,0.784484,-0.641846667,0.892221333,-0.411825333
-0.590045333,-0.587911667,0.783231,-0.645578333,0.897408667,-0.414219667
-0.593456,-0.59131,0.781978,-0.64931,0.902596,-0.416614
-0.596866667,-0.594708333,0.780725,-0.653041667,0.907783333,-0.419008333
-0.600277333,-0.598106667,0.779472,-0.656773333,0.912970667,-0.421402667
-0.603688,-0.601505,0.778219,-0.660505,0.918158,-0.423797
-0.607098667,-0.604903333,0.776966,-0.664236667,0.923345333,-0.426191333
-0.610509333,-0.608301667,0.775713,-0.667968333,0.928532667,-0.428585667
-0.61392,-0.6117,0.77446,-0.6717,0.93372,-0.43098
-0.617330667,-0.615098333,0.773207,-0.675431667,0.938907333,-0.433374333
-0.620741333,-0.618496667,0.771954,-0.679163333,0.944094667,-0.435768667
-0.624152,-0.621895,0.770701,-0.682895,0.949282,-0.438163
-0.627562667,-0.625293333,0.769448,-0.686626667,0.954469333,-0.440557333
-0.630973333,-0.628691667,0.768195,-0.690358333,0.959656667,-0.442951667
-0.634384,-0.63209,0.766942,-0.69409,0.964844,-0.445346
-0.637794667,-0.635488333,0.765689,-0.697821667,0.970031333,-0.447740333
-0.641205333,-0.638886667,0.764436,-0.701553333,0.975218667,-0.450134667
-0.644616,-0.642285,0.763183,-0.705285,0.980406,-0.452529
-0.648026667,-0.645683333,0.76193,-0.709016667,0.985593333,-0.454923333
-0.651437333,-0.649081667,0.760677,-0.712748333,0.990780667,-0.457317667
-0.654848,-0.65248,0.759424,-0.71648,0.995968,-0.459712
-0.658258667,-0.655878333,0.758171,-0.720211667,1.001155333,-0.462106333
-0.661669333,-0.659276667,0.756918,-0.723943333,1.006342667,-0.464500667
-0.66508,-0.662675,0.755665,-0.727675,1.01153,-0.466895
-0.668490667,-0.666073333,0.754412,-0.731406667,1.016717333,-0.469289333
-0.671901333,-0.669471667,0.753159,-0.735138333,1.021904667,-0.471683667
-0.675312,-0.67287,0.751906,-0.73887,1.027092,-0.474078
-0.678722667,-0.676268333,0.750653,-0.742601667,1.032279333,-0.476472333
-0.682133333,-0.679666667,0.7494,-0.746333333,1.037466667,-0.478866667
-0.685544,-0.683065,0.748147,-0.750065,1.042654,-0.481261
-0.688954667,-0.686463333,0.746894,-0.753796667,1.047841333,-0.483655333
-0.692365333,-0.689861667,0.745641,-0.757528333,1.053028667,-0.486049667
-0.695776,-0.69326,0.744388,-0.76126,1.058216,-0.488444
-0.699186667,-0.696658333,0.743135,-0.764991667,1.063403333,-0.490838333
-0.702597333,-0.700056667,0.741882,-0.768723333,1.068590667,-0.493232667
-0.706008,-0.703455,0.740629,-0.772455,1.073778,-0.495627
-0.709418667,-0.706853333,0.739376,-0.776186667,1.078965333,-0.498021333
-0.712829333,-0.710251667,0.738123,-0.779918333,1.084152667,-0.500415667
-0.71624,-0.71365,0.73687,-0.78365,1.08934,-0.50281
-0.719650667,-0.717048333,0.735617,-0.787381667,1.094527333,-0.505204333
-0.723061333,-0.720446667,0.734364,-0.791113333,1.099714667,-0.507598667
-0.726472,-0.723845,0.733111,-0.794845,1.104902,-0.509993
-0.729882667,-0.727243333,0.731858,-0.798576667,1.110089333,-0.512387333
-0.733293333,-0.730641667,0.730605,-0.802308333,1.115276667,-0.514781667
-0.736704,-0.73404,0.729352,-0.80604,1.120464,-0.517176
-0.740114667,-0.737438333,0.728099,-0.809771667,1.125651333,-0.519570333
-0.743525333,-0.740836667,0.726846,-0.813503333,1.130838667,-0.521964667
-0.746936,-0.744235,0.725593,-0.817235,1.136026,-0.524359
-0.750346667,-0.747633333,0.72434,-0.820966667,1.141213333,-0.526753333
-0.753757333,-0.751031667,0.723087,-0.824698333,1.146400667,-0.529147667
-0.757168,-0.75443,0.721834,-0.82843,1.151588,-0.531542
-0.760578667,-0.757828333,0.720581,-0.832161667,1.156775333,-0.533936333
-0.763989333,-0.761226667,0.719328,-0.835893333,1.161962667,-0.536330667
-0.7674,-0.764625,0.718075,-0.839625,1.16715,-0.538725
-0.770810667,-0.768023333,0.716822,-0.843356667,1.172337333,-0.541119333
-0.774221333,-0.771421667,0.715569,-0.847088333,1.177524667,-0.543513667
-0.777632,-0.77482,0.714316,-0.85082,1.182712,-0.545908
-0.781042667,-0.778218333,0.713063,-0.854551667,1.187899333,-0.548302333
-0.784453333,-0.781616667,0.71181,-0.858283333,1.193086667,-0.550696667
-0.787864,-0.785015,0.710557,-0.862015,1.198274,-0.553091
-0.791274667,-0.788413333,0.709304,-0.865746667,1.203461333,-0.555485333
-0.794685333,-0.791811667,0.708051,-0.869478333,1.208648667,-0.557879667
-0.798096,-0.79521,0.706798,-0.87321,1.213836,-0.560274
-0.801506667,-0.798608333,0.705545,-0.876941667,1.219023333,-0.562668333
-0.804917333,-0.802006667,0.704292,-0.880673333,1.224210667,-0.565062667
-0.808328,-0.805405,0.703039,-0.884405,1.229398,-0.567457
-0.811738667,-0.808803333,0.701786,-0.888136667,1.234585333,-0.569851333
-0.815149333,-0.812201667,0.700533,-0.891868333,1.239772667,-0.572245667
-0.81856,-0.8156,0.69928,-0.8956,1.24496,-0.57464
-0.821970667,-0.818998333,0.698027,-0.899331667,1.250147333,-0.577034333
-0.825381333,-0.822396667,0.696774,-0.903063333,1.255334667,-0.579428667
-0.828792,-0.825795,0.695521,-0.906795,1.260522,-0.581823
-0.832202667,-0.829193333,0.694268,-0.910526667,1.265709333,-0.584217333
-0.835613333,-0.832591667,0.693015,-0.914258333,1.270896667,-0.586611667
-0.839024,-0.83599,0.691762,-0.91799,1.276084,-0.589006
-0.842434667,-0.839388333,0.690509,-0.921721667,1.281271333,-0.591400333
-0.845845333,-0.842786667,0.689256,-0.925453333,1.286458667,-0.593794667
-0.849256,-0.846185,0.688003,-0.929185,1.291646,-0.596189
-0.852666667,-0.849583333,0.68675,-0.932916667,1.296833333,-0.598583333
-0.856077333,-0.852981667,0.685497,-0.936648333,1.302020667,-0.600977667
-0.859488,-0.85638,0.684244,-0.94038,1.307208,-0.603372
-0.862898667,-0.859778333,0.682991,-0.944111667,1.312395333,-0.605766333
-0.866309333,-0.863176667,0.681738,-0.947843333,1.317582667,-0.608160667
-0.86972,-0.866575,0.680485,-0.951575,1.32277,-0.610555
-0.873130667,-0.869973333,0.679232,-0.955306667,1.327957333,-0.612949333
-0.876541333,-0.873371667,0.677979,-0.959038333,1.333144667,-0.615343667
-0.879952,-0.87677,0.676726,-0.96277,1.338332,-0.617738
-0.883362667,-0.880168333,0.675473,-0.966501667,1.343519333,-0.620132333
-0.886773333,-0.883566667,0.67422,-0.970233333,1.348706667,-0.622526667
-0.890184,-0.886965,0.672967,-0.973965,1.353894,-0.624921
-0.893594667,-0.890363333,0.671714,-0.977696667,1.359081333,-0.627315333
-0.897005333,-0.893761667,0.670461,-0.981428333,1.364268667,-0.629709667
-0.900416,-0.89716,0.669208,-0.98516,1.369456,-0.632104
-0.903826667,-0.900558333,0.667955,-0.988891667,1.374643333,-0.634498333
-0.907237333,-0.903956667,0.666702,-0.992623333,1.379830667,-0.636892667
-0.910648,-0.907355,0.665449,-0.996355,1.385018,-0.639287
-0.914058667,-0.910753333,0.664196,-1.000086667,1.390205333,-0.641681333
-0.917469333,-0.914151667,0.662943,-1.003818333,1.395392667,-0.644075667
-0.92088,-0.91755,0.66169,-1.00755,1.40058,-0.64647
-0.924290667,-0.920948333,0.660437,-1.011281667,1.405767333,-0.648864333
-0.927701333,-0.924346667,0.659184,-1.015013333,1.410954667,-0.651258667
-0.931112,-0.927745,0.657931,-1.018745,1.416142,-0.653653
-0.934522667,-0.931143333,0.656678,-1.022476667,1.421329333,-0.656047333
-0.937933333,-0.934541667,0.655425,-1.026208333,1.426516667,-0.658441667
-0.941344,-0.93794,0.654172,-1.02994,1.431704,-0.660836
-0.944754667,-0.941338333,0.652919,-1.033671667,1.436891333,-0.663230333
-0.948165333,-0.944736667,0.651666,-1.037403333,1.442078667,-0.665624667
-0.951576,-0.948135,0.650413,-1.041135,1.447266,-0.668019
-0.954986667,-0.951533333,0.64916,-1.044866667,1.452453333,-0.670413333
-0.958397333,-0.954931667,0.647907,-1.048598333,1.457640667,-0.672807667
-0.961808,-0.95833,0.646654,-1.05233,1.462828,-0.675202
-0.965218667,-0.961728333,0.645401,-1.056061667,1.468015333,-0.677596333
-0.968629333,-0.965126667,0.644148,-1.059793333,1.473202667,-0.679990667
-0.97204,-0.968525,0.642895,-1.063525,1.47839,-0.682385
-0.975450667,-0.971923333,0.641642,-1.067256667,1.483577333,-0.684779333
-0.978861333,-0.975321667,0.640389,-1.070988333,1.488764667,-0.687173667
-0.982272,-0.97872,0.639136,-1.07472,1.493952,-0.689568
-0.985682667,-0.982118333,0.637883,-1.078451667,1.499139333,-0.691962333
-0.989093333,-0.985516667,0.63663,-1.082183333,1.504326667,-0.694356667
-0.992504,-0.988915,0.635377,-1.085915,1.509514,-0.696751
-0.995914667,-0.992313333,0.634124,-1.089646667,1.514701333,-0.699145333
-0.999325333,-0.995711667,0.632871,-1.093378333,1.519888667,-0.701539667
-1.002736,-0.99911,0.631618,-1.09711,1.525076,-0.703934
-1.006146667,-1.002508333,0.630365,-1.100841667,1.530263333,-0.706328333
-1.009557333,-1.005906667,0.629112,-1.104573333,1.535450667,-0.708722667
-1.012968,-1.009305,0.627859,-1.108305,1.540638,-0.711117
-1.016378667,-1.012703333,0.626606,-1.112036667,1.545825333,-0.713511333
-1.0232,-1.0195,0.6241,-1.1195,1.5562,-0.7183
-1.0232,-1.0195,0.6241,-1.1195,1.5562,-0.7183
-1.020567989,-1.017050028,0.623607919,-1.11720572,1.555845446,-0.717055177
-1.017935977,-1.014600055,0.623115839,-1.114911441,1.555490892,-0.715810353
-1.015303966,-1.012150083,0.622623759,-1.112617161,1.555136339,-0.71456553
-1.012671954,-1.009700111,0.622131678,-1.110322881,1.554781785,-0.713320706
-1.010039943,-1.007250139,0.621639598,-1.108028601,1.554427231,-0.712075883
-1.007407931,-1.004800166,0.621147517,-1.105734322,1.554072677,-0.710831059
-1.00477592,-1.002350194,0.620655437,-1.103440042,1.553718124,-0.709586236
-1.002143908,-0.999900222,0.620163356,-1.101145762,1.55336357,-0.708341412
-0.999511897,-0.997450249,0.619671276,-1.098851482,1.553009016,-0.707096589
-0.996879885,-0.995000277,0.619179195,-1.096557203,1.552654462,-0.705851765
-0.994247874,-0.992550305,0.618687115,-1.094262923,1.552299909,-0.704606942
-0.991615862,-0.990100332,0.618195034,-1.091968643,1.551945355,-0.703362118
-0.988983851,-0.98765036,0.617702954,-1.089674363,1.551590801,-0.702117295
-0.986351839,-0.985200388,0.617210873,-1.087380084,1.551236247,-0.700872471
-0.983719828,-0.982750416,0.616718793,-1.085085804,1.550881694,-0.699627648
-0.981087816,-0.980300443,0.616226712,-1.082791524,1.55052714,-0.698382824
-0.978455805,-0.977850471,0.615734632,-1.080497245,1.550172586,-0.697138001
-0.975823793,-0.975400499,0.615242551,-1.078202965,1.549818032,-0.695893177
-0.973191782,-0.972950526,0.614750471,-1.075908685,1.549463478,-0.694648354
-0.97055977,-0.970500554,0.61425839,-1.073614405,1.549108925,-0.69340353
-0.967927759,-0.968050582,0.61376631,-1.071320126,1.548754371,-0.692158707
-0.965295747,-0.965600609,0.613274229,-1.069025846,1.548399817,-0.690913883
-0.962663736,-0.963150637,0.612782149,-1.066731566,1.548045263,-0.68966906
-0.960031724,-0.960700665,0.612290068,-1.064437286,1.54769071,-0.688424236
-0.957399713,-0.958250693,0.611797988,-1.062143007,1.547336156,-0.687179413
-0.954767701,-0.95580072,0.611305907,-1.059848727,1.546981602,-0.685934589
-0.95213569,-0.953350748,0.610813827,-1.057554447,1.546627048,-0.684689766
-0.949503678,-0.950900776,0.610321746,-1.055260167,1.546272495,-0.683444942
-0.946871667,-0.948450803,0.609829666,-1.052965888,1.545917941,-0.682200119
-0.944239655,-0.946000831,0.609337585,-1.050671608,1.545563387,-0.680955295
-0.941607644,-0.943550859,0.608845505,-1.048377328,1.545208833,-0.679710472
-0.938975632,-0.941100886,0.608353424,-1.046083049,1.544854279,-0.678465648
-0.936343621,-0.938650914,0.607861344,-1.043788769,1.544499726,-0.677220825
-0.933711609,-0.936200942,0.607369263,-1.041494489,1.544145172,-0.675976001
-0.931079598,-0.93375097,0.606877183,-1.039200209,1.543790618,-0.674731178
-0.928447586,-0.931300997,0.606385102,-1.03690593,1.543436064,-0.673486354
-0.925815575,-0.928851025,0.605893022,-1.03461165,1.543081511,-0.672241531
-0.923183563,-0.926401053,0.605400941,-1.03231737,1.542726957,-0.670996707
-0.920551552,-0.92395108,0.604908861,-1.03002309,1.542372403,-0.669751884
-0.91791954,-0.921501108,0.60441678,-1.027728811,1.542017849,-0.66850706
-0.915287529,-0.919051136,0.6039247,-1.025434531,1.541663296,-0.667262237
-0.912655517,-0.916601163,0.603432619,-1.023140251,1.541308742,-0.666017413
-0.910023506,-0.914151191,0.602940539,-1.020845971,1.540954188,-0.66477259
-0.907391494,-0.911701219,0.602448458,-1.018551692,1.540599634,-0.663527766
-0.904759483,-0.909251247,0.601956378,-1.016257412,1.540245081,-0.662282943
-0.902127471,-0.906801274,0.601464297,-1.013963132,1.539890527,-0.661038119
-0.89949546,-0.904351302,0.600972217,-1.011668853,1.539535973,-0.659793296
-0.896863448,-0.90190133,0.600480136,-1.009374573,1.539181419,-0.658548472
-0.894231437,-0.899451357,0.599988056,-1.007080293,1.538826865,-0.657303649
-0.891599425,-0.897001385,0.599495975,-1.004786013,1.538472312,-0.656058825
-0.888967414,-0.894551413,0.599003895,-1.002491734,1.538117758,-0.654814002
-0.886335402,-0.89210144,0.598511814,-1.000197454,1.537763204,-0.653569178
-0.883703391,-0.889651468,0.598019734,-0.997903174,1.53740865,-0.652324355
-0.881071379,-0.887201496,0.597527653,-0.995608894,1.537054097,-0.651079531
-0.878439368,-0.884751524,0.597035573,-0.993314615,1.536699543,-0.649834708
-0.875807356,-0.882301551,0.596543492,-0.991020335,1.536344989,-0.648589884
-0.873175345,-0.879851579,0.596051412,-0.988726055,1.535990435,-0.647345061
-0.870543333,-0.877401607,0.595559331,-0.986431775,1.535635882,-0.646100237
-0.867911322,-0.874951634,0.595067251,-0.984137496,1.535281328,-0.644855414
-0.86527931,-0.872501662,0.59457517,-0.981843216,1.534926774,-0.64361059
-0.862647299,-0.87005169,0.59408309,-0.979548936,1.53457222,-0.642365767
-0.860015287,-0.867601717,0.593591009,-0.977254657,1.534217666,-0.641120943
-0.857383276,-0.865151745,0.593098929,-0.974960377,1.533863113,-0.63987612
-0.854751264,-0.862701773,0.592606848,-0.972666097,1.533508559,-0.638631296
-0.852119253,-0.860251801,0.592114768,-0.970371817,1.533154005,-0.637386473
-0.849487241,-0.857801828,0.591622687,-0.968077538,1.532799451,-0.636141649
-0.84685523,-0.855351856,0.591130607,-0.965783258,1.532444898,-0.634896826
-0.844223218,-0.852901884,0.590638526,-0.963488978,1.532090344,-0.633652002
